region,year,smi,Winterweizen_yield,Winterweizen_sqr,Winterweizen_bodenzahl,Winterweizen_weight,Roggen und Wintermenggetreide_yield,Roggen und Wintermenggetreide_sqr,Roggen und Wintermenggetreide_bodenzahl,Roggen und Wintermenggetreide_weight,Wintergerste_yield,Wintergerste_sqr,Wintergerste_bodenzahl,Wintergerste_weight,Winterraps_yield,Winterraps_sqr,Winterraps_bodenzahl,Winterraps_weight,Kartoffeln_yield,Kartoffeln_sqr,Kartoffeln_bodenzahl,Kartoffeln_weight,Zuckerrüben_yield,Zuckerrüben_sqr,Zuckerrüben_bodenzahl,Zuckerrüben_weight,Silomais/Grünmais (einschl. Lieschkolbenschrot)_yield,Silomais/Grünmais (einschl. Lieschkolbenschrot)_sqr,Silomais/Grünmais (einschl. Lieschkolbenschrot)_bodenzahl,Silomais/Grünmais (einschl. Lieschkolbenschrot)_weight,Hafer_yield,Hafer_sqr,Hafer_bodenzahl,Hafer_weight,OCT_25,OCT_gesamt,NOV_25,NOV_gesamt,DEZ_25,DEZ_gesamt,JAN_25,JAN_gesamt,FEB_25,FEB_gesamt,MAR_25,MAR_gesamt,APR_25,APR_gesamt,MAI_25,MAI_gesamt,JUN_25,JUN_gesamt,JUL_25,JUL_gesamt,AUG_25,AUG_gesamt,SEP_25,SEP_gesamt,Mais_yield,Mais_sqr,Mais_bodenzahl,Mais_weight
24,2013,0.403348372628291,84.2,72.87491897319839,58.830387486089606,0.000995423012158001,68.6,72.87491897319839,58.830387486089606,0.0011706227930264157,NA,72.87491897319839,58.830387486089606,0.001302618827407642,46,71.93621008952071,61.420297154369194,0.0016101136263149472,260.5,75,62.5,0.00014081030692780267,480,75,62.5,0.0016968242813653691,360,75.16364849819922,54.41356135703871,0.0007311092237215575,59.5,72.87491897319839,58.830387486089606,0.0014067033187219172,0.7446294615143224,0.41152591140646677,0.7334906521596407,0.43332115599983606,0.4873796732802141,0.40622903798755844,0.3253957158640811,0.31472871334929203,0.36703491681500483,0.3585787274335559,0.6169238780674181,0.49485985385744197,0.38531010872439336,0.3357917101759659,0.0974552370607853,0.11513110877651915,0.558231521593897,0.26187154964396825,0.5782860109680578,0.27414752935108394,0.8603180050849915,0.5046376382049761,0.4187953864273272,0.323798251779456,360,75.16364849819922,54.41356135703871,0.0007311092237215575
2D,2013,0.396987327684959,100.5,87.05824366011073,67.0159273374783,0.01634744339217947,NA,87.05824366011073,67.0159273374783,0.0029928641438600172,80,87.05824366011073,67.0159273374783,0.005973213562787332,52.7,89.16299122530718,67.16206240040286,0.0053702826865418855,474.3,87.217472988185,70.09539655092229,0.022362094509815803,767.9,87.217472988185,70.09539655092229,0.03642241998301936,516.1,84.20924340941183,63.864160775251555,0.006242978219361847,71.6,87.05824366011073,67.0159273374783,0.009591658043460956,0.772302025840396,0.5348087421485356,0.836562400772458,0.6005718140375047,0.60465920822961,0.5665883961178008,0.31467964251836134,0.3517909348011016,0.39909237623214733,0.40063893369265974,0.606327698344276,0.555857512212935,0.34809140151455287,0.34611358103298007,0.055739530317840125,0.13395124248095924,0.5843442820367358,0.29122316198689596,0.5886326148396446,0.3343242839688346,0.8675236929030645,0.5561308435031346,0.5795815402553196,0.38404853145281465,516.1,84.20924340941183,63.864160775251555,0.006242978219361847
26,2013,0.431360445916653,94,85.6055674712398,65.15765587296849,0.06199656521176553,90.6,85.6055674712398,65.15765587296849,0.0064890599211788694,87.5,85.6055674712398,65.15765587296849,0.03525003540112776,46.2,77.37762242842065,58.290207261029224,0.04953765885389556,510.7,90.28357172127104,72.52250315427352,0.10314661091824431,748.2,90.28357172127104,72.52250315427352,0.14669450902124936,530,83.1376779228443,61.70024081235132,0.01528587240107678,71.3,85.6055674712398,65.15765587296849,0.012273314906663519,0.8586352240471613,0.4968110592592331,0.9015971024831136,0.5398613313833872,0.7259480442319598,0.5629355978398095,0.4134143945716676,0.4442499265784307,0.4257431512787229,0.44433962447302683,0.55198392697743,0.5144383609294891,0.39807904050463716,0.38696079878580003,0.07052163832953998,0.17683287461598707,0.7131616927328563,0.37879312464169096,0.6876231517110551,0.43713746184394475,0.8698042943364098,0.6256829017684573,0.6406225789160954,0.48946089545885724,530,83.1376779228443,61.70024081235132,0.01528587240107678
27,2013,0.438921700542172,98.7,87.86396163246667,65.1219124309856,0.04353576963869357,90.2,87.86396163246667,65.1219124309856,0.008056320097218355,91.6,87.86396163246667,65.1219124309856,0.026461353204096323,44,84.6462171605696,60.10639244345466,0.03492719815864338,505.4,89.02901810372718,67.1100895426413,0.0628149301458434,765.1,89.02901810372718,67.1100895426413,0.11843201204059237,451.9,84.93750753648513,59.49859588288205,0.007435104713511346,75.4,87.86396163246667,65.1219124309856,0.013561992385960961,0.7758917087002805,0.3638240130324112,0.8903654751024748,0.40422662465195913,0.6878221599679244,0.392270094469974,0.4373273520093215,0.348725525956405,0.43122971214746175,0.36776509567310944,0.5743899470881412,0.42049801820202876,0.4499763893453698,0.3416438369374526,0.06753797280161004,0.1316484895191693,0.598613506869266,0.27010653285603786,0.6571748507650274,0.33314973900192674,0.8592479228973389,0.5608549478806948,0.6127865879159224,0.4196957883081938,451.9,84.93750753648513,59.49859588288205,0.007435104713511346
28,2013,0.443030258019765,93,70.17601351403201,53.79819753100024,0.03070255177606753,78.7,70.17601351403201,53.79819753100024,0.011615809073954186,84.9,70.17601351403201,53.79819753100024,0.02307411622912537,40.1,65.9299512850993,50.59015087177027,0.04258639793046728,NA,86.36211145102511,62.32096999932634,0.012201841425038974,737.2,86.36211145102511,62.32096999932634,0.04795470892500231,480,63.71501549676736,51.737746380413775,0.01140553777992549,46.3,70.17601351403201,53.79819753100024,0.03228692905000178,0.8085933668272836,0.6194832850070227,0.8437383089746747,0.7357079386711122,0.6691433191299438,0.6574430224441347,0.3742133464132036,0.4011038470835912,0.47680944346246273,0.4714861583142054,0.6741927408036732,0.6588307392029535,0.4179109732309978,0.4670051378863199,0.05639151838563737,0.11661037235032937,0.7039705770356315,0.4625839363960992,0.7144661659286135,0.5883448719978333,0.9224408666292826,0.7907894537562415,0.5694152471565064,0.6346426322346642,480,63.71501549676736,51.737746380413775,0.01140553777992549
29,2013,0.398536584029595,96.7,84.71316537078862,66.85627198451208,0.04104227984888004,71,84.71316537078862,66.85627198451208,0.003294863123935318,NA,84.71316537078862,66.85627198451208,0.02174538795534143,48.4,83.72691820982169,63.724351331329345,0.02405714216587714,470.4,85.86201355557753,67.56472911477621,0.07370791237925597,741.1,85.86201355557753,67.56472911477621,0.10533700000557894,548.5,81.34698090648637,62.48243171216115,0.025697988384418936,53.2,84.71316537078862,66.85627198451208,0.008817628119793482,0.7656278222799302,0.3917279079556466,0.850039929151535,0.4059806615114211,0.6280803561210632,0.3989862620830536,0.4103010818362237,0.33169820159673696,0.4733432710170746,0.40035319179296486,0.5284617513418197,0.4283325672149658,0.30938076525926583,0.2965839967131615,0.05784499254077673,0.15129495784640312,0.651731437444687,0.29022451192140575,0.6007119506597519,0.30984935909509664,0.8599193841218948,0.48598558604717257,0.5381538540124893,0.3584010869264601,548.5,81.34698090648637,62.48243171216115,0.025697988384418936
2A,2013,0.372084651763241,100.5,78.39488329595481,40.19537067946361,0.0012110651163961107,NA,78.39488329595481,40.19537067946361,0.000749270922621954,65.1,78.39488329595481,40.19537067946361,0.00072500082929594,NA,71,40,0.0006992493462853485,NA,82.56038676795143,39.60100837672076,0.00011632155789688047,NA,82.56038676795143,39.60100837672076,0,370.5,78.94486590239046,40.907230943392435,0.009087587484980198,61.1,78.39488329595481,40.19537067946361,0.004338135795590225,0.5124931264491309,0.6381390236672901,0.6487327445121038,0.7343844402404058,0.42486930177325294,0.4984254382905506,0.3443117255256289,0.38255241513252247,0.4138146383421761,0.4321180085341135,0.7530617912610372,0.6795946189335415,0.338267228433064,0.3689832091331483,0.03835968167654106,0.12445126296508875,0.35939244784059987,0.2054654033411116,0.3885322653111957,0.16986640933014097,0.7743999787739346,0.36820648823465624,0.3300986971173967,0.19631782032194592,370.5,78.94486590239046,40.907230943392435,0.009087587484980198
2C,2013,0.562543923656146,86.9,76.86724730122113,59.59575160944487,0.02400134217015543,77.9,76.86724730122113,59.59575160944487,0.013874472104577243,84,76.86724730122113,59.59575160944487,0.015904861742991022,42.3,76.23380836795253,59.62898197667086,0.019449320693912968,441.9,80.47511194124976,62.86501526388813,0.008137031306287875,672.6,80.47511194124976,62.86501526388813,0.04240779613478637,492.8,73.82690217179666,53.68544716623741,0.014470003522584806,69.7,76.86724730122113,59.59575160944487,0.04396188039865285,0.7732917886031302,0.38609561951536886,0.8525790070232592,0.43159412082872894,0.5344076282099673,0.394959597211135,0.3993456677386634,0.38296821870301906,0.6071672863081883,0.4979540925276907,0.8670282865825453,0.747386075948414,0.6898975058605796,0.6796235253936365,0.1995097606589919,0.3654328710154484,0.5285743961208745,0.43975352142986496,0.5770044828716078,0.48398630242598684,0.8736609628326014,0.6658512448009691,0.5180298356633438,0.4955020907678102,492.8,73.82690217179666,53.68544716623741,0.014470003522584806
33,2013,0.317356889446576,96.7,64.12360904890987,40.59973730257009,0.010270266970359838,73.5,64.12360904890987,40.59973730257009,0.009954513287352331,81.7,64.12360904890987,40.59973730257009,0.008843825918476463,50,63.79079076978917,44.82152736763594,0.0031895584216524667,NA,63.23777243038843,43.36919491234101,0.0015328023571065386,NA,63.23777243038843,43.36919491234101,0.0003601515736020261,480,63.998814328854024,40.097903688084536,0.012287048358662582,NA,64.12360904890987,40.59973730257009,0.00595069813656413,0.3825822427868843,0.1701957136392594,0.6928117394447327,0.2047039613127708,0.5248593628406525,0.18254165649414067,0.4261977180838585,0.17930841594934468,0.29549354761838914,0.1533058851957321,0.31813053339719766,0.1702367126941681,0.24747558757662777,0.14674851410090925,0.07991635762155054,0.05887654796242714,0.5624213680624962,0.19302055537700666,0.584523618221283,0.20739181488752362,0.6917131662368774,0.2895108424127102,0.426269057393074,0.15872091315686704,480,63.998814328854024,40.097903688084536,0.012287048358662582
34,2013,0.412916235625744,87.4,61.13197620252292,32.45245177842315,0.02719729737496592,75,61.13197620252292,32.45245177842315,0.07199028780924756,73.5,61.13197620252292,32.45245177842315,0.04993481555566572,48,53.65252065796355,41.358687410109134,0.0032416954343140935,372.2,63.091275297627675,30.657411977567616,0.05877525321688719,638.3,63.091275297627675,30.657411977567616,0.015678474527696235,460.6,61.35112240209968,31.590555183779067,0.14138393449131184,66.3,61.13197620252292,32.45245177842315,0.01240918186134983,0.5728681307089956,0.39361841898215444,0.723591779407702,0.401505305578834,0.52297170381797,0.3654333964774484,0.417471518642024,0.3604782882489656,0.32112657239562586,0.3099190404540614,0.3843394094391872,0.3263617016767201,0.4359027759024972,0.32202685193011643,0.10956136686237242,0.13750609677088896,0.6973387473507932,0.47466490770641134,0.770147022448088,0.554820002693879,0.8448544646564283,0.6006736065212049,0.5761823638489372,0.4433494963144,460.6,61.35112240209968,31.590555183779067,0.14138393449131184
35,2013,0.3555371897916,97,59.31454220671201,39.77737577358061,0.07183606911804054,74.4,59.31454220671201,39.77737577358061,0.054455660401242716,83.6,59.31454220671201,39.77737577358061,0.06047240263619802,43.7,55.086713449395006,39.98114246593086,0.022686756568369083,400.7,58.37568814246726,37.44441154374228,0.004353197360628408,850,58.37568814246726,37.44441154374228,0.003918895435993131,484.6,58.610161292584145,38.93110253852591,0.05222359098641321,59.5,59.31454220671201,39.77737577358061,0.03383224411037337,0.36779406028134476,0.17349623675857268,0.6677380190009162,0.19404116201968416,0.49001503132638485,0.17257535741442726,0.40403357857749583,0.17984641236918308,0.2666551740396591,0.1443975113687062,0.3630175533748808,0.20426348845163989,0.3594883055914016,0.20310224805559418,0.1087880329716773,0.08824579435445018,0.635190520967756,0.2701834873074576,0.6596739036696297,0.3077709873517354,0.7639021163895015,0.37178313661189305,0.4534731109937032,0.23139695113613493,484.6,58.610161292584145,38.93110253852591,0.05222359098641321
36,2013,0.357819342364868,91.8,65.2498241944255,35.248746129527014,0.010318547275762363,65.1,65.2498241944255,35.248746129527014,0.07815142867820894,NA,65.2498241944255,35.248746129527014,0.0190623926596787,40.1,66.08567319292123,39.83830886034547,0.006261723373619113,348.3,65.4290112619924,35.539744847023954,0.011327979749093435,NA,65.4290112619924,35.539744847023954,0.0006014923871230625,429.4,63.82747076071711,32.72984726144285,0.025960606031023143,NA,65.2498241944255,35.248746129527014,0.00917582281851194,0.5246203612713586,0.33558743979249667,0.7460609646070571,0.3748526048092614,0.5282067812624431,0.34327030678590137,0.3987815734885989,0.2838624070088069,0.2728747122344516,0.25437617798646284,0.3839871415070126,0.3047657012939452,0.30505630657786414,0.22643760485308506,0.07236697968272934,0.07591620708505313,0.5734792238190061,0.26657831101190477,0.5995180720374698,0.303332018000739,0.7564099714869544,0.38752579972857515,0.4617407605761573,0.24365937425976708,429.4,63.82747076071711,32.72984726144285,0.025960606031023143
37,2013,0.302665594965219,79.1,60.47147775533794,31.892817328068315,0.034819555243464514,57.4,60.47147775533794,31.892817328068315,0.16043982142878674,65.5,60.47147775533794,31.892817328068315,0.07850118937088717,38.1,61.139566055404856,40.52046340648674,0.011361438817982362,275.4,59.08768379756638,28.18477394290955,0.00781287760201014,502,59.08768379756638,28.18477394290955,0.0029212983061304904,413.1,60.4370949514502,31.334628850366958,0.12719566656985654,33.1,60.47147775533794,31.892817328068315,0.02444507269568272,0.49013941437005987,0.24110901467502113,0.786813795566559,0.28486375510692596,0.5297016680240632,0.23899056017398834,0.42848912626504887,0.24045517817139617,0.35082147419452664,0.2086763136088848,0.29551385492086424,0.1867717895656824,0.1475346952676774,0.12151474617421627,0.08045881856232881,0.07039471585303544,0.5636969968676567,0.20412652678787718,0.6585620820522309,0.24044785276055342,0.7858233839273454,0.3671462021768093,0.549979193508625,0.23288796693086627,413.1,60.4370949514502,31.334628850366958,0.12719566656985654
38,2013,0.315832238644361,90.7,58.81840953108631,37.76861433585217,0.07197674087911698,68.5,58.81840953108631,37.76861433585217,0.09557875904339261,75.9,58.81840953108631,37.76861433585217,0.09136936555828735,41.9,57.60121171968687,42.30509315999191,0.043175921014811165,235.2,61.29034620366734,35.51467594572072,0.014748349103872897,690,61.29034620366734,35.51467594572072,0.00331967595036727,390.7,59.09278736250346,36.81260077822544,0.06140870037772194,66.5,58.81840953108631,37.76861433585217,0.04124865848537165,0.6586101740598679,0.2924203507602215,0.8405269026756287,0.3289551094174386,0.6434712618589401,0.32442010641098024,0.4403184637427331,0.2776427976787089,0.3462505862116815,0.2636618934571743,0.4307171553373337,0.3316255882382393,0.2533580273389816,0.21170290336012831,0.07514099571853877,0.09005778320133687,0.4150146096944809,0.16971970424056051,0.41155207604169847,0.16442789100110536,0.6222162276506424,0.2527349181473255,0.3610742464661598,0.14615431204438212,390.7,59.09278736250346,36.81260077822544,0.06140870037772194
41,2013,0.436321571469307,89.1,67.52968715381363,49.501788162408324,0.004665731286933318,NA,67.52968715381363,49.501788162408324,0.010736334998245875,NA,67.52968715381363,49.501788162408324,0.004887888106041446,48,69.82888903648362,58.50477040143175,0.006366338163731005,470.9,71.64983111374578,57.823222562388196,0.0012051042286269611,630,71.64983111374578,57.823222562388196,0.00523097948210493,520,65.17688768560723,43.661786526200004,0.004888806722360927,NA,67.52968715381363,49.501788162408324,0.009665767291471672,0.7001683837489078,0.2770792159594989,0.8618241517167341,0.3419019783798018,0.626097952064715,0.3577670674575003,0.3993619241212545,0.2990682399586628,0.4156042353103033,0.3422602352343107,0.8641518636753684,0.7059665573270697,0.5531098623024789,0.4715922114096191,0.157853662575546,0.23001545432366827,0.28642186522483826,0.2405777981406764,0.34843866840789195,0.26243129529451076,0.6159377223566959,0.39081343851591416,0.36146683912528194,0.2526301333778781,520,65.17688768560723,43.661786526200004,0.004888806722360927
42,2013,0.44526431709528,88.6,62.03291002265355,32.72910402286113,0.016060627853916976,68.3,62.03291002265355,32.72910402286113,0.11962896923709392,71.8,62.03291002265355,32.72910402286113,0.03722215464996042,40.9,64.38046682407271,44.472317512290445,0.011001080053997586,430.3,64.52977068655119,38.222828433757776,0.02527367788143966,764.3,64.52977068655119,38.222828433757776,0.006576537168448242,337.2,61.11241636082805,30.551889861615177,0.04653915194380784,55.6,62.03291002265355,32.72910402286113,0.020356712513758243,0.6061446368694305,0.2650380678474904,0.882313397526741,0.29732139855623246,0.6711660176515578,0.3105369359254838,0.4206694886088371,0.2709836184978486,0.4022460550069809,0.29552335515618317,0.7727054566144942,0.6068250447511674,0.6507527500391006,0.4468100696802139,0.154197320714593,0.19344767928123474,0.2341042928397655,0.21183704435825335,0.2519440181553364,0.2198960587382317,0.49409066438674926,0.29490880817174925,0.32301180958747866,0.21520389914512633,337.2,61.11241636082805,30.551889861615177,0.04653915194380784
